Type,SKU,Name,Manage stock?,Stock,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Parent,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Regular price,Description,Short description,Categories
variation,dog-choke-collar-Orange-L,Dog Choke Collar - Orange - L,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_45_10_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_44_17_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_46_21_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/Gemini_Generated_Image_wndisvwndisvwndi.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_12_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_59_PM.png",Color,Orange,,0.0,dog-choke-collar,Accessory size,L,,0.0,299.0,,,
variation,dog-choke-collar-Orange-M,Dog Choke Collar - Orange - M,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_45_10_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_44_17_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_46_21_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/Gemini_Generated_Image_wndisvwndisvwndi.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_12_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_59_PM.png",Color,Orange,,0.0,dog-choke-collar,Accessory size,M,,0.0,299.0,,,
variation,dog-choke-collar-Orange-S,Dog Choke Collar - Orange - S,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_45_10_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_44_17_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_46_21_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/Gemini_Generated_Image_wndisvwndisvwndi.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_12_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_59_PM.png",Color,Orange,,0.0,dog-choke-collar,Accessory size,S,,0.0,299.0,,,
variation,dog-choke-collar-Red-L,Dog Choke Collar - Red - L,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_45_10_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_44_17_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_46_21_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/Gemini_Generated_Image_wndisvwndisvwndi.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_12_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_59_PM.png",Color,Red,,0.0,dog-choke-collar,Accessory size,L,,0.0,299.0,,,
variation,dog-choke-collar-Red-M,Dog Choke Collar - Red - M,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_45_10_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_44_17_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_46_21_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/Gemini_Generated_Image_wndisvwndisvwndi.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_12_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_59_PM.png",Color,Red,,0.0,dog-choke-collar,Accessory size,M,,0.0,299.0,,,
variation,dog-choke-collar-Red-S,Dog Choke Collar - Red - S,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_45_10_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_44_17_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_46_21_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/Gemini_Generated_Image_wndisvwndisvwndi.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_12_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_59_PM.png",Color,Red,,0.0,dog-choke-collar,Accessory size,S,,0.0,299.0,,,
variation,dog-choke-collar-Yellow-L,Dog Choke Collar - Yellow - L,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_45_10_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_44_17_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_46_21_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/Gemini_Generated_Image_wndisvwndisvwndi.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_12_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_59_PM.png",Color,Yellow,,0.0,dog-choke-collar,Accessory size,L,,0.0,299.0,,,
variation,dog-choke-collar-Yellow-M,Dog Choke Collar - Yellow - M,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_45_10_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_44_17_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_46_21_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/Gemini_Generated_Image_wndisvwndisvwndi.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_12_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_59_PM.png",Color,Yellow,,0.0,dog-choke-collar,Accessory size,M,,0.0,299.0,,,
variation,dog-choke-collar-Yellow-S,Dog Choke Collar - Yellow - S,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_45_10_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_44_17_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_46_21_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/Gemini_Generated_Image_wndisvwndisvwndi.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_12_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-choke-collar/ChatGPT_Image_Feb_3_2026_03_47_59_PM.png",Color,Yellow,,0.0,dog-choke-collar,Accessory size,S,,0.0,299.0,,,
variable,dog-fur-harness-combo-set,Dog Fur Harness Combo Set,0,,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_4kzixx4kzixx4kzi_d7b5efb5-a13e-44da-9190-92247e618529.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm_509e35f7-5c74-4007-a3ab-175502ee676b.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_j8mrkuj8mrkuj8mr_668be03c-799e-4219-90f6-e7605405b34a.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/ChatGPT_Image_Jan_31_2026_07_44_23_PM.png",Color,"Black, Blue, Brown, Red",1.0,0.0,,Accessory size,"L, M, S",1.0,0.0,,"Transform ordinary strolls into extraordinary bonding experiences with our premium Dog Fur Harness Combo Set. Expertly crafted with a plush, faux-fur interior and rugged, breathable outer webbing, this ergonomic design distributes pulling pressure evenly across your dog’s chest to prevent strain and neck injuries. The weather-resistant exterior sheds rain and dirt effortlessly, while the intuitive strap configuration guarantees a secure, escape-proof fit for breeds of all sizes. Whether you’re navigating bustling downtown sidewalks or wandering through dew-covered parks, you’ll love the seamless blend of safety, luxury, and everyday functionality.

<ul><li>Ultra-plush faux-fur lining provides maximum comfort and shields sensitive skin from chafing.</li><li>Reinforced stainless-steel D-ring and robust nylon webbing withstand the pull of energetic dogs.</li><li>Full four-point adjustability with quick-release buckles ensures a custom, escape-proof fit.</li><li>Includes a matching 4-foot nylon leash and detachable accessory pouch for a truly complete walking experience.</li><li>Fully machine-washable materials make post-adventure cleanup incredibly easy and long-lasting.</li></ul>","Keep your furry friend cozy, secure, and stylish on every adventure with this all-in-one Dog Fur Harness Combo Set. Designed for ultimate comfort and reliable control, this essential bundle makes daily walks and weekend explorations a breeze.",Pet Supplies
variation,dog-fur-harness-combo-set-Black-L,Dog Fur Harness Combo Set - Black - L,1,9.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_4kzixx4kzixx4kzi_d7b5efb5-a13e-44da-9190-92247e618529.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm_509e35f7-5c74-4007-a3ab-175502ee676b.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_j8mrkuj8mrkuj8mr_668be03c-799e-4219-90f6-e7605405b34a.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/ChatGPT_Image_Jan_31_2026_07_44_23_PM.png",Color,Black,,0.0,dog-fur-harness-combo-set,Accessory size,L,,0.0,599.0,,,
variation,dog-fur-harness-combo-set-Black-M,Dog Fur Harness Combo Set - Black - M,1,9.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_4kzixx4kzixx4kzi_d7b5efb5-a13e-44da-9190-92247e618529.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm_509e35f7-5c74-4007-a3ab-175502ee676b.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_j8mrkuj8mrkuj8mr_668be03c-799e-4219-90f6-e7605405b34a.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/ChatGPT_Image_Jan_31_2026_07_44_23_PM.png",Color,Black,,0.0,dog-fur-harness-combo-set,Accessory size,M,,0.0,549.0,,,
variation,dog-fur-harness-combo-set-Black-S,Dog Fur Harness Combo Set - Black - S,1,0.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_4kzixx4kzixx4kzi_d7b5efb5-a13e-44da-9190-92247e618529.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm_509e35f7-5c74-4007-a3ab-175502ee676b.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_j8mrkuj8mrkuj8mr_668be03c-799e-4219-90f6-e7605405b34a.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/ChatGPT_Image_Jan_31_2026_07_44_23_PM.png",Color,Black,,0.0,dog-fur-harness-combo-set,Accessory size,S,,0.0,499.0,,,
variation,dog-fur-harness-combo-set-Blue-L,Dog Fur Harness Combo Set - Blue - L,1,9.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_4kzixx4kzixx4kzi_d7b5efb5-a13e-44da-9190-92247e618529.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm_509e35f7-5c74-4007-a3ab-175502ee676b.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_j8mrkuj8mrkuj8mr_668be03c-799e-4219-90f6-e7605405b34a.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/ChatGPT_Image_Jan_31_2026_07_44_23_PM.png",Color,Blue,,0.0,dog-fur-harness-combo-set,Accessory size,L,,0.0,599.0,,,
variation,dog-fur-harness-combo-set-Blue-M,Dog Fur Harness Combo Set - Blue - M,1,9.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_4kzixx4kzixx4kzi_d7b5efb5-a13e-44da-9190-92247e618529.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm_509e35f7-5c74-4007-a3ab-175502ee676b.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_j8mrkuj8mrkuj8mr_668be03c-799e-4219-90f6-e7605405b34a.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/ChatGPT_Image_Jan_31_2026_07_44_23_PM.png",Color,Blue,,0.0,dog-fur-harness-combo-set,Accessory size,M,,0.0,549.0,,,
variation,dog-fur-harness-combo-set-Blue-S,Dog Fur Harness Combo Set - Blue - S,1,0.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_4kzixx4kzixx4kzi_d7b5efb5-a13e-44da-9190-92247e618529.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm_509e35f7-5c74-4007-a3ab-175502ee676b.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_j8mrkuj8mrkuj8mr_668be03c-799e-4219-90f6-e7605405b34a.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/ChatGPT_Image_Jan_31_2026_07_44_23_PM.png",Color,Blue,,0.0,dog-fur-harness-combo-set,Accessory size,S,,0.0,499.0,,,
variation,dog-fur-harness-combo-set-Brown-L,Dog Fur Harness Combo Set - Brown - L,1,9.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_4kzixx4kzixx4kzi_d7b5efb5-a13e-44da-9190-92247e618529.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm_509e35f7-5c74-4007-a3ab-175502ee676b.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_j8mrkuj8mrkuj8mr_668be03c-799e-4219-90f6-e7605405b34a.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/ChatGPT_Image_Jan_31_2026_07_44_23_PM.png",Color,Brown,,0.0,dog-fur-harness-combo-set,Accessory size,L,,0.0,599.0,,,
variation,dog-fur-harness-combo-set-Brown-M,Dog Fur Harness Combo Set - Brown - M,1,9.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_4kzixx4kzixx4kzi_d7b5efb5-a13e-44da-9190-92247e618529.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm_509e35f7-5c74-4007-a3ab-175502ee676b.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_j8mrkuj8mrkuj8mr_668be03c-799e-4219-90f6-e7605405b34a.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/ChatGPT_Image_Jan_31_2026_07_44_23_PM.png",Color,Brown,,0.0,dog-fur-harness-combo-set,Accessory size,M,,0.0,549.0,,,
variation,dog-fur-harness-combo-set-Brown-S,Dog Fur Harness Combo Set - Brown - S,1,9.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_4kzixx4kzixx4kzi_d7b5efb5-a13e-44da-9190-92247e618529.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_k9nmt8k9nmt8k9nm_509e35f7-5c74-4007-a3ab-175502ee676b.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/Gemini_Generated_Image_j8mrkuj8mrkuj8mr_668be03c-799e-4219-90f6-e7605405b34a.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-fur-harness-combo-set/ChatGPT_Image_Jan_31_2026_07_44_23_PM.png",Color,Brown,,0.0,dog-fur-harness-combo-set,Accessory size,S,,0.0,499.0,,,
